Claim,Source Name,Source URL,Verdict,Review Publication Date,Image URL,Tags
Seções nas quais Bolsonaro obteve zero votos provam que houve fraude eleitoral,AFP Checamos,https://checamos.afp.com/doc.afp.com.32N89VB,Falso,2022-11-09 08:00:00,,"['Jair Bolsonaro', 'Eleição', 'Votação', 'Fraude eleitoral']"
Vídeo mostra fraude eleitoral em Minas Gerais,Aos Fatos,https://www.aosfatos.org/noticias/boletins-de-urna-mostrados-em-video-nao-sao-de-mg-nem-provam-fraude/,falso,2022-10-10 07:00:00,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcSmV-2EDni1OiKxYAX_8D5xWE1A1Z_mnWBpgeIlhxbkNUVEOlUO,"['Fraude', 'Fraude eleitoral', 'Eleição', 'Vídeo', 'Minas Gerais']"
"Em ofício, ministro da Defesa dá 72 horas para Alexandre de Moraes explicar fraude eleitoral",Aos Fatos,https://www.aosfatos.org/noticias/stm-e-defesa-nao-provaram-fraude-eleitoral-nem-intimaram-moraes/,falso,2022-11-04 07:00:00,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcQY6mSUpGKHEjixCoLQ77vtXyCKKJq91pGNM5MNOtv2ydAkvJLA,"['Fraude eleitoral', 'Fraude', 'Alexandre de Moraes', 'Eleição', 'Ministro', 'Ministério da Defesa']"
Foto mostra operação do FBI contra fraudes eleitorais em Wisconsin e Michigan,Aos Fatos,https://www.aosfatos.org/noticias/foto-em-que-agentes-do-fbi-carregam-caixas-com-documentos-e-de-2019-nao-atual/,falso,2020-11-05 08:00:00,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcQjx3tuJ83qMiOIFVPWev524qoDq_hAq3nZuvmr-6ieaVk6X3Af,"['Federal Bureau of Investigation', 'Eleição', 'Fraude eleitoral', 'Fraude', 'Fotografia', 'Wisconsin']"
"Publicação no TikTok que reproduzia trecho de live do deputado federal Coronel Tadeu (PL-SP) junto com o empresário argentino Fernando Cerimedo em que eles afirmavam existir seções eleitorais com 1,5 mil eleitores, o que seria indicativo de fraude eleitoral. No vídeo, eles alegam que, como o tempo médio de votação de um eleitor no primeiro turno era de um minuto e as seções eleitorais ficam abertas por 540 minutos (9 horas, das 8h às 17h), não seria possível haver seções eleitorais que tivessem mais de 540 eleitores. “Se uma pessoa leva um minuto para votar, só pode no máximo 540”. “Você tem 9h de votação, 540 min. Se ele encontrou 1.500 votos em uma urna que só podia ter 540 significa que cada pessoa votou em 20 segundos”. “É sinal de que votos foram inseridos na urna”, concluem.",Folha - UOL,https://www1.folha.uol.com.br/poder/2022/11/e-falso-que-existam-urnas-com-15-mil-eleitores-ao-contrario-do-que-alega-deputado.shtml,Falso,2022-11-22 08:00:00,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcSp21LRkXWJyGKik8wmpQWhZD2T9e7GXYIHXKTCAlYorY5cKntZ,"['Deputado', 'Eleição', 'Urna eleitoral', 'Coronel Tadeu', 'Deputado Federal do Brasil', 'Fraude eleitoral']"
"""Instituto Alemão Gefälschte Nachrichten afirma que houve fraude nas eleições do Brasil.""",Observador,https://observador.pt/factchecks/fact-check-instituto-alemao-diz-que-houve-fraude-nas-eleicoes-brasileiras/,Errado,2022-11-23 08:00:00,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcSPoSTekUtgc_77fQoKLZVgRXrfRC2VlIfGvKU-4cRTmZlv5x96,"['Eleição', 'Fraude', 'Brasil', 'Notícia', 'Alemanha', 'Eleições no Brasil']"
Polícia Federal encontrou urnas já com votos registrados,Aos Fatos,https://www.aosfatos.org/noticias/e-falso-que-policia-federal-identificou-urnas-com-votos-ja-registrados-em-brasilia/,falso,2022-10-01 07:00:00,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcSB3qyqYEvR6LFi-XnsCKBebEtcF010YOBAPgrAwn3pATD-eNYZ,"['Departamento de Polícia Federal', 'Polícia Federal', 'Urna eleitoral', 'Votação']"
"Indígenas protestam contra ""fraude eleitoral"" nas eleições presidenciais de 2022",AFP Checamos,https://checamos.afp.com/doc.afp.com.32NC8LU,Falso,2022-11-11 08:00:00,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcS28kjMeKXe5RemTN08WSn_tg1pAKo5xPhcyYagVaVoE544S77Q,"['Indígenas', 'Eleição', 'Eleições presidenciais brasileiras, 2022', 'Presidente', '2022', 'Fraude eleitoral', 'Eleições presidenciais', 'Fraude']"
Eleições com urna eletrônica não são limpas,UOL Notícias,https://noticias.uol.com.br/confere/ultimas-noticias/2021/07/08/eleicoes-brasil-fraude.htm,Falso,2021-07-08 07:00:00,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcTFsSJtmz6PKZgl-QzjoQ330n59c0cz_7Lotx_JmyYKMW33klmz,"['Eleição', 'Urna eleitoral', 'Máquina de votação', 'Eletrônica']"
Jair Bolsonaro foi beneficiado por votos fraudados nas Eleições de 1994,Aos Fatos,https://www.aosfatos.org/noticias/posts-omitem-informacoes-ao-relacionar-bolsonaro-fraude-em-cedulas-eleitorais-em-1994/,distorcido,2021-01-14 08:00:00,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTTT7vwXrCpqBSIBAVGKbRlSwXD2Tqp9HIk_fjTzZ2VgC0X38OL,"['Jair Bolsonaro', 'Votação', 'Eleição', 'Eleições gerais no Brasil em 1994', '1994']"
"""URGENTE: A invasão hacker do TSE revela a fraude nas urnas com a chancela da justiça eleitoral. Os votos válidos e os de quem justifica estão em banco de dados diferentes. Eles podem descarregar os votos de quem vai justificar na esquerda""",Observador,https://observador.pt/factchecks/fact-check-hacker-portugues-que-fez-ataque-informatico-a-tribunal-brasileiro-revelou-fraude-nas-eleicoes/,Errado,2020-11-22 08:00:00,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcSPoSTekUtgc_77fQoKLZVgRXrfRC2VlIfGvKU-4cRTmZlv5x96,"['Hacker', 'Fraude nas urnas eletrônicas', 'Eleição', 'Tribunal Superior Eleitoral', 'Votação', 'Urna eleitoral', 'Dados', 'Voto válido']"
"""O General Benjamin Arrola acaba de receber um relatório oficial da consultoria norte-americana Power Guidão. Ficou constatada a fraude nas urnas e será comprovado em breve pelo porta-voz das forças armadas, Alan Berrola.""",Observador,https://observador.pt/factchecks/fact-check-oficiais-das-forcas-armadas-receberam-informacoes-que-comprovam-fraude-nas-eleicoes-brasileiras/,Errado,2022-11-29 08:00:00,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR4BmXfQ1bI3cc97uLr0fVhytjccNsiqGkkw9VN7aT9f_giHA9k,"['Fraude', 'Fraude nas urnas eletrônicas', 'Forças armadas', 'Oficial', 'Porta-voz', 'Urna eleitoral', 'Relatório', 'Estados Unidos', 'Guidão']"
Manifestação contra as fraudes eleitorais nos Estados Unidos.,Aos Fatos,https://www.aosfatos.org/noticias/fotos-nao-mostram-ato-pro-trump-mas-protesto-em-2018-por-controle-de-armas-nos-eua/,falso,2021-01-07 08:00:00,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQsImVmRd80NduW0VrccxI8TZgjdvOFpfuVRu7qEtA8QEEUUwwT,"['Estados Unidos', 'Manifestação', 'Fraude eleitoral', 'Eleição', 'Fraude']"
Alguma vez em toda a história da humanidade vocês viram uma eleição mais escandalosamente fraudulenta igual a essa dos Estados Unidos?,Observador,https://observador.pt/factchecks/fact-check-ha-provas-de-fraude-generalizada-nas-eleicoes-presidenciais-dos-eua/,Errado,2020-12-01 08:00:00,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcSPoSTekUtgc_77fQoKLZVgRXrfRC2VlIfGvKU-4cRTmZlv5x96,"['Eleição', 'Estados Unidos', 'História da humanidade', 'História']"
Fraude nas urnas.,Aos Fatos,https://www.aosfatos.org/noticias/video-nao-mostra-fraude-mas-defeito-em-urna-que-foi-substituida-em-petropolis-rj/,não_é_bem_assim,2022-10-04 07:00:00,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcTEw9vsEqFgw9eCbgPiPNrvDlutBN2ae-agfrvAThnOo5lR2dUB,"['Urna eleitoral', 'Fraude nas urnas eletrônicas']"
Globo admitiu chance de fraude nas urnas em reportagem sobre quadrilha de golpistas,Aos Fatos,https://www.aosfatos.org/noticias/e-falso-que-globo-admitiu-em-reportagem-que-urnas-eletronicas-podem-ser-fraudadas/,falso,2021-08-31 07:00:00,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcQ4Qnao0QVionf0nAp5AZOrBZhUHOgttV_lQEq4ka6I7c3kSdxj,"['Fraude nas urnas eletrônicas', 'Reportagem', 'Urna eleitoral', 'TV Globo', 'Quadrilha', 'Fraude']"
Matéria publicada nos EUA mostra que houve fraude nas eleições do Brasil e que Bolsonaro é o verdadeiro eleito,Estadão,https://www.estadao.com.br/estadao-verifica/analise-estados-unidos-fraude-eleicoes-brasileiras/,Falso,2023-02-25 08:00:00,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRtnpTArrXVknBIQL0ZD_HlD_zCCF5QprRZMRie8Y6zgaqe90JK,"['Eleição', 'Estados Unidos', 'Fraude', 'Brasil', 'Jair Bolsonaro', 'Eleições no Brasil', 'Matéria']"
"""Palocci afirmou que eleições eram decididas pela cúpula. Urnas foram encomendadas para fraudar eleições.""",Observador,https://observador.pt/factchecks/fact-check-ex-ministro-de-lula-admitiu-fraude-nas-eleicoes-no-brasil/,Errado,2020-12-14 08:00:00,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcSPoSTekUtgc_77fQoKLZVgRXrfRC2VlIfGvKU-4cRTmZlv5x96,"['Antonio Palocci', 'Eleição', 'Fraude', 'Urna eleitoral']"
Antonio Palocci disse que urnas eletrônicas são fraudáveis,Aos Fatos,https://www.aosfatos.org/noticias/palocci-nao-disse-ser-possivel-fraudar-urna-eletronica/,falso,2020-11-24 08:00:00,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRD5-Ol9nMP2nkU8j6kZLhojGZDbw3uxNgKVDdfJs38WHJ7itDx,"['Antonio Palocci', 'Urna eleitoral', 'Urna eletrônica']"
Ciro Gomes disse que haverá fraudes nas eleições de 2022,AFP Checamos,https://checamos.afp.com/doc.afp.com.32KB9HU,Falso,2022-09-28 07:00:00,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcRSwoFcbQiY0IrMscKL3E2GYy2_ENtjwPuQ8inU67H43h-ykXER,"['Ciro Gomes', 'Eleição', '2022', 'Eleições presidenciais brasileiras, 2022', 'Fraude']"
"Com 0,39% das urnas apuradas [nas eleições municipais de São Paulo], o sistema travou. (...) Quando o sistema voltou a funcionar lá na frente, já com quase 100% [do resultado eleitoral] apurado, a ordem dos candidatos permaneceu exatamente a mesma.",Aos Fatos,https://www.aosfatos.org/noticias/bolsonaro-promete-provas-de-fraude-mas-apresenta-alegacoes-ja-desmentidas-sobre-urnas-eletronicas/,falso,2021-07-29 07:00:00,,"['Urna eleitoral', 'Eleição', 'Eleições municipais no Brasil', 'Candidato', 'Sistema', 'São Paulo', 'Resultado']"
"Em 4 horas de apuração [do segundo turno das eleições de 2014], 240 minutos [Dilma e Aécio se intercalaram na primeira posição], 240 vezes",Aos Fatos,https://www.aosfatos.org/noticias/bolsonaro-promete-provas-de-fraude-mas-apresenta-alegacoes-ja-desmentidas-sobre-urnas-eletronicas/,falso,2021-07-29 07:00:00,,"['Eleição', 'Posição', 'Dilma Rousseff', 'Aécio Neves', 'Eleições gerais no Brasil em 2014', '2014']"
"Mas a tecnologia da mesma [urna eletrônica], a sua segurança, quase nada mudou de lá [dos anos 1990] para cá.",Aos Fatos,https://www.aosfatos.org/noticias/bolsonaro-promete-provas-de-fraude-mas-apresenta-alegacoes-ja-desmentidas-sobre-urnas-eletronicas/,falso,2021-07-29 07:00:00,,"['Urna eleitoral', '1990', 'Tecnologia', 'Máquina de votação', 'Eletrônica']"
"Agora, quem não quer mudar o sistema é porque tem certeza que o voto não auditável servirá para eleger quem não tem voto",Aos Fatos,https://www.aosfatos.org/noticias/bolsonaro-promete-provas-de-fraude-mas-apresenta-alegacoes-ja-desmentidas-sobre-urnas-eletronicas/,falso,2021-07-29 07:00:00,,"['Votação', 'Sistema']"
"Eleitores colocavam 17 na urna e aparecia nulo ou automaticamente 13. E quem queria votar 13, não aparecia 17 nem nulo",Aos Fatos,https://www.aosfatos.org/noticias/bolsonaro-promete-provas-de-fraude-mas-apresenta-alegacoes-ja-desmentidas-sobre-urnas-eletronicas/,falso,2021-07-29 07:00:00,,"['Urna eleitoral', 'Eleição', 'Votação', 'Voto nulo']"
Seção em Sete Lagoas (MG) registrou 40 votos a mais do que eleitores,Aos Fatos,https://www.aosfatos.org/noticias/e-mentira-que-secao-em-sete-lagoas-mg-registrou-mais-votos-do-que-eleitores/,falso,2022-10-06 07:00:00,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ8ge0ZlCI2ITPpFzcweS9hpgUAf1oMJdj_lKZgytbqreMcbn3W,"['Votação', 'Eleição', 'Sete Lagoas', 'Minas Gerais']"
Vídeo mostra urna anulando voto em Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/posts-usam-videos-ja-desmentidos-ao-sustentar-que-eleicoes-sao-fraudadas/,falso,2021-08-25 07:00:00,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcQJtHzlcUJ52rqQBRm14-0bKGmPrvvuwuRVmYNWA_joAGZCqMTP,"['Votação', 'Urna eleitoral', 'Jair Bolsonaro', 'Vídeo']"
Barroso disse que há risco de fraude no sistema eleitoral brasileiro,Aos Fatos,https://www.aosfatos.org/noticias/posts-usam-videos-ja-desmentidos-ao-sustentar-que-eleicoes-sao-fraudadas/,falso,2021-08-25 07:00:00,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcQJtHzlcUJ52rqQBRm14-0bKGmPrvvuwuRVmYNWA_joAGZCqMTP,"['Eleição', 'Sistema eleitoral do Brasil', 'Luís Roberto Barroso', 'Fraude']"
Vídeo mostra material do mesário jogado na rua,Aos Fatos,https://www.aosfatos.org/noticias/posts-usam-videos-ja-desmentidos-ao-sustentar-que-eleicoes-sao-fraudadas/,falso,2021-08-25 07:00:00,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcQJtHzlcUJ52rqQBRm14-0bKGmPrvvuwuRVmYNWA_joAGZCqMTP,"['Mesário', 'Vídeo', 'Amostra']"
Urnas autocompletavam o voto em Fernando Haddad,Aos Fatos,https://www.aosfatos.org/noticias/posts-usam-videos-ja-desmentidos-ao-sustentar-que-eleicoes-sao-fraudadas/,falso,2021-08-25 07:00:00,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcQJtHzlcUJ52rqQBRm14-0bKGmPrvvuwuRVmYNWA_joAGZCqMTP,"['Votação', 'Urna eleitoral', 'Fernando Haddad']"
"Reportagem mostra fraude nas urnas eletrônicas de Caxias, no Maranhão",Aos Fatos,https://www.aosfatos.org/noticias/denuncia-de-fraude-em-urna-eletronica-no-ma-e-antiga-e-nao-foi-comprovada-pela-pf/,distorcido,2021-07-28 07:00:00,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcSMcVAEmyKg6QgHmbelXFYGJvYk9wqUSuu1vlDPy8rdchnRX5pT,"['Urna eletrônica', 'Fraude nas urnas eletrônicas', 'Fraude', 'Caxias', 'Maranhão', 'Reportagem']"
Demonstração mostra possíveis fraudes em urnas eletrônicas,Aos Fatos,https://www.aosfatos.org/noticias/video-mostra-simulacao-de-fraude-em-urna-diferente-da-usada-no-brasil/,não_é_bem_assim,2022-08-01 07:00:00,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcSpuOxiCatoIXSwnB1M-DkcGj2nq0Yx83R3XFIWr7kfTQzK0AkQ,"['Urna eletrônica', 'Fraude']"
STM dá 72 horas para Alexandre de Moraes explicar fraude eleitoral,Aos Fatos,https://www.aosfatos.org/noticias/stm-e-defesa-nao-provaram-fraude-eleitoral-nem-intimaram-moraes/,falso,2022-11-04 07:00:00,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcQY6mSUpGKHEjixCoLQ77vtXyCKKJq91pGNM5MNOtv2ydAkvJLA,"['Fraude eleitoral', 'Superior Tribunal Militar', 'Fraude', 'Alexandre de Moraes', 'Eleição']"
Vídeo mostra passo a passo para fraudar urna eletrônica,Aos Fatos,https://www.aosfatos.org/noticias/procedimento-mostrado-em-video-nao-e-capaz-de-fraudar-urnas-eletronicas-do-tse/,falso,2020-11-18 08:00:00,,"['Urna eleitoral', 'Fraude', 'Fraude nas urnas eletrônicas', 'Máquina de votação', 'Vídeo', 'Eletrônica']"
Presidente Bolsonaro tem provas sobre a insegurança das urnas eletrônicas. Hacker teve acesso ao código-fonte das urnas e milhares ou milhões de votos foram adulterados em 2018,Projeto Comprova,https://projetocomprova.com.br/publica%C3%A7%C3%B5es/inquerito-da-pf-nao-investiga-fraude-no-processo-de-votacao/,"ENGANOSO: A PF não concluiu que houve invasão às urnas ou fraude no sistema de votação. O ataque hacker ao TSE só atingiu o sistema interno do Tribunal, sem comprometer as eleições.",2021-08-13 07:00:00,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQUZogZJ7Vm0eEN3xwtDJ6jGL3uy43PWrCfptLKkccB0m8uDYlz,"['Votação', 'Jair Bolsonaro', 'Urna eleitoral', 'Presidente', 'Urna eletrônica', '2018', 'Código-fonte', 'Hacker', 'Eletrônica', 'Prova']"
O presidente Jair Bolsonaro declarou ter provas de que a eleição de 2018 foi fraudada,UOL Notícias,https://noticias.uol.com.br/confere/ultimas-noticias/2021/03/11/bolsonaro-fraude-eleicao-2018-provas-lei-acesso.htm,Falso,2021-03-11 08:00:00,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQZfKPZSuuSJSxYC6CqLOIgBmoqVIp7bHN3F1miTYO9Itgx-bx6,"['Jair Bolsonaro', 'Fraude', 'Eleição', 'Presidente', '2018', 'Eleições presidenciais brasileiras, 2018']"
TSE pode ser pego por fraude em terceirizações,Estadão,https://www.estadao.com.br/estadao-verifica/video-engana-ao-sugerir-fraude-em-terceirizacao-de-servicos-da-justica-eleitoral/,Enganoso,2023-06-22 07:00:00,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS20YHUe82in0dCjNsBK1EZ1fE1c7yBykBJTSAT379J8Noqbsvb,"['Fraude', 'Tribunal Superior Eleitoral', 'Terceirização']"
Diretor da OEA assume fraude para beneficiar o PT,Aos Fatos,https://www.aosfatos.org/noticias/diretor-da-oea-nao-identificou-fraude-nas-urnas-eletronicas-capas-de-revistas-sao-falsas/,falso,2018-09-27 07:00:00,,"['Fraude', 'Organização dos Estados Americanos', 'Diretor executivo']"
Lamentável! Domingo 20 novembro Urnas eletrônicas sendo carregadas. Pra onde? Só Deus e Lex Luthor sabe,UOL Notícias,https://noticias.uol.com.br/confere/ultimas-noticias/2022/11/22/video-engana-ao-associar-tirada-de-urnas-de-predio-em-sp-a-fraude-eleitoral.htm,Insustentável,2022-11-22 08:00:00,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcTvcrbwgys5ZHCKjzlo1WAT7MXAW-B4G_u3Du7dRms2y4SR13fI,"['Urna eleitoral', 'Urna eletrônica', 'Novembro', '20 de novembro', 'Deus', 'Lex Luthor']"
Título de eleitor de maiores de 70 anos está sendo cancelado,UOL Notícias,https://noticias.uol.com.br/confere/ultimas-noticias/2022/04/08/titulo-de-eleitor-urnas-biometria-desmentimos-4-fakes-sobre-eleicoes.htm,Falso,2022-04-08 07:00:00,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcRTmbCnkQQS0E8xp228eZFwEdBBBNVCXC6caRwBM8BZKVmOzzsR,"['Título de eleitor', 'Ano']"
Marca d'água em cédulas prova fraude de democratas contra Trump em eleição dos EUA,Aos Fatos,https://www.aosfatos.org/noticias/e-falso-que-marcas-dagua-nas-cedulas-de-votacao-evidenciaram-fraude-eleitoral-nos-eua/,falso,2020-11-06 08:00:00,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRfew9F0c0a-HwfzI1PIrDCF8xPIZzNjeup4RY52iNDsUlYtnNK,"['Estados Unidos', 'Eleição', 'Partido Democrata', 'Donald Trump', 'Fraude', 'Cédula eleitoral', ""Marca d'água""]"
Estabilidade de percentuais de voto prova fraude na eleição para prefeito de São Paulo no Brasil,AFP Checamos,https://checamos.afp.com/estabilidade-de-percentual-de-votos-em-sao-paulo-nao-prova-fraude-eleitoral,Falso,2020-11-17 08:00:00,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcRLTCjXSom_DID7DedQdsfxx3Svb6PU3Sgy3g1mk4MWb54Q3sUm,"['Eleição', 'Votação', 'Fraude', 'São Paulo', 'Primátor', 'Brasil', 'Prefeito de São Paulo']"
STM cobra explicações de Moraes após fraude constatada pelo Exército,UOL Notícias,https://noticias.uol.com.br/confere/ultimas-noticias/2022/11/03/stm-fraude-moraes-falso.htm,Falso,2022-11-03 07:00:00,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRxl9eThwQ7aYab_1T18HUi_cGYME9iRg8g1t2a9DJyy3BtXkHj,"['Alexandre de Moraes', 'Fraude', 'Superior Tribunal Militar', 'Exército']"
Maior número de votos para presidente em Uberaba é indício de fraude eleitoral,Aos Fatos,https://www.aosfatos.org/noticias/voto-em-transito-explica-numero-maior-de-eleitores-em-macapa-e-uberaba-mg-nao-fraude/,falso,2022-10-10 07:00:00,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcRK5o9P74-LTS8Up-Fn7bRlXmewdf5VrLmTYt898lnZOwVxdLZe,"['Votação', 'Eleição', 'Presidente', 'Fraude eleitoral', 'Fraude', 'Uberaba', 'Número', 'indício']"
Urgente! Ciro Gomes diz: ?País sofrerá a maior fraude eleitoral da História?,UOL Notícias,https://noticias.uol.com.br/confere/ultimas-noticias/2022/10/03/fala-de-ciro-gomes-e-tirada-de-contexto-para-alegar-fraude-nas-urnas.htm,Insustentável,2022-10-03 07:00:00,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcQnzi-Z8sZMrcvfKNdajzenkGmd2rn6VmD8WThzWsfsVBhyWaZr,"['Ciro Gomes', 'Fraude', 'Fraude eleitoral', 'Eleição', 'História', 'País']"
